latitude,longitude,new_order,building_name,building_address,list_subdata_1_title,list_subdata_1,data_1_title,data_1,data_2_title,data_2,data_3_title,data_3,data_4_title,data_4,data_5_title,data_5,data_6_title,data_6,data_7_title,data_7,image_name
33.509082,-111.9876779,114,Londen Center,"4343 E Camelback Rd Phoenix, AZ, 85018-2700",Available SF,"106,854",Rentable Building Area,"106,854",Available SF,"106,854",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5086369,-111.9847375,115,,"4455 E Camelback Rd Phoenix, AZ, 85018-2843",Available SF,"103,832",Rentable Building Area,"103,832",Available SF,"103,832",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5059103,-112.0448423,116,Make-A-Wish America,"1702 E Highland Ave Phoenix, AZ, 85016-4664",Available SF,"92,153",Rentable Building Area,"92,153",Available SF,"92,153",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5048035,-112.0364328,117,Park One Bldg B,"2111 E Highland Ave Phoenix, AZ, 85016-4741",Available SF,"131,190",Rentable Building Area,"131,190",Available SF,"131,190",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5059538,-112.0356096,118,Biltmore Terrace,"2122 E Highland Ave Phoenix, AZ, 85016-4739",Available SF,"53,235",Rentable Building Area,"53,235",Available SF,"53,235",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.505269,-112.0349726,119,Park One Bldg A,"2141 E Highland Ave Phoenix, AZ, 85016-4736",Available SF,"66,109",Rentable Building Area,"66,109",Available SF,"66,109",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5062731,-112.0349037,120,Town & Country Financial Ctr - Ph I,"2150 E Highland Ave Phoenix, AZ, 85016-4718",Available SF,"33,858",Rentable Building Area,"33,858",Available SF,"33,858",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.516026,-112.064226,121,711 East Missouri Avenue,"711 E Missouri Ave Phoenix, AZ, 85014-2841",Available SF,"42,210",Rentable Building Area,"42,210",Available SF,"42,210",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.466595,-112.0318321,122,United States Department of Agriculture,"2324 E McDowell Rd Phoenix, AZ, 85006-2440",Available SF,"33,258",Rentable Building Area,"33,258",Available SF,"33,258",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4668065,-111.977221,123,Bldg D,"4832 E McDowell Rd Phoenix, AZ, 85008-4231",Available SF,"34,440",Rentable Building Area,"34,440",Available SF,"34,440",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.605345,-112.1185832,124,North Black Canyon 13430,"13430 N Black Canyon Hwy Phoenix, AZ, 85029-1348",Available SF,"138,940",Rentable Building Area,"138,940",Available SF,"138,940",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.6217395,-112.1156624,125,,"15002 N 25th Dr Phoenix, AZ, 85023-5000",Available SF,"43,584",Rentable Building Area,"43,584",Available SF,"43,584",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.449909,-112.0747106,126,U.S. Bank Center,"101 N 1st Ave Phoenix, AZ, 85003-1902",Available SF,"373,013",Rentable Building Area,"373,013",Available SF,"373,013",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.451853,-112.075722,127,Public Transit Building,"302 N 1st Ave Phoenix, AZ, 85003-1500",Available SF,"106,386",Rentable Building Area,"106,386",Available SF,"106,386",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4485655,-112.0721415,128,The Department,"1 N 1st St Phoenix, AZ, 85004-2357",Available SF,"127,313",Rentable Building Area,"127,313",Available SF,"127,313",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4438921,-112.0721841,129,,"411 S 1st St Phoenix, AZ, 85004-2502",Available SF,"26,134",Rentable Building Area,"26,134",Available SF,"26,134",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4501549,-112.0760948,130,Ellis Building,"135 N 2nd Ave Phoenix, AZ, 85003-2013",Available SF,"63,676",Rentable Building Area,"63,676",Available SF,"63,676",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4429514,-112.0715492,131,,"502 S 2nd St Phoenix, AZ, 85004-2551",Available SF,"25,200",Rentable Building Area,"25,200",Available SF,"25,200",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.442897,-112.072111,132,Warehouse District,"101 E Buchanan St Phoenix, AZ, 85004-2517",Available SF,"26,520",Rentable Building Area,"26,520",Available SF,"26,520",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4486537,-112.0734307,133,One North Central,"1 N Central Ave Phoenix, AZ, 85004-4414",Available SF,"410,053",Rentable Building Area,"410,053",Available SF,"410,053",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,http://reap.cassidyturley.com//filecabinet/Property/480351/1%20N%20Central.jpg
33.4485942,-112.0742723,134,One Renaissance Square,"2 N Central Ave Phoenix, AZ, 85004-2322",Available SF,"503,205",Rentable Building Area,"503,205",Available SF,"503,205",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4490099,-112.0746574,135,Two Renaissance Square,"40 N Central Ave Phoenix, AZ, 85004-4424",Available SF,"488,616",Rentable Building Area,"488,616",Available SF,"488,616",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4497605,-112.07429,136,Heard Building,"112 N Central Ave Phoenix, AZ, 85004-2309",Available SF,"82,246",Rentable Building Area,"82,246",Available SF,"82,246",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4509488,-112.0731471,137,Chase Tower,"201 N Central Ave Phoenix, AZ, 85004-0073",Available SF,"723,922",Rentable Building Area,"723,922",Available SF,"723,922",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4509835,-112.0742157,138,Security Center,"234 N Central Ave Phoenix, AZ, 85004-2208",Available SF,"204,278",Rentable Building Area,"204,278",Available SF,"204,278",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4517223,-112.0733432,139,Freeport-McMoRan Tower,"333 N Central Ave Phoenix, AZ, 85004",Available SF,"257,522",Rentable Building Area,"257,522",Available SF,"257,522",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4529752,-112.0734905,140,University Center,"411 N Central Ave Phoenix, AZ, 85004-2115",Available SF,"168,699",Rentable Building Area,"168,699",Available SF,"168,699",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4589125,-112.0735379,141,Ten-0-One At Ro2,"1001 N Central Ave Phoenix, AZ, 85004-1935",Available SF,"110,009",Rentable Building Area,"110,009",Available SF,"110,009",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4400475,-112.0669738,142,The Lawrence Building,"515 E Grant St Phoenix, AZ, 85004-2633",Available SF,"122,220",Rentable Building Area,"122,220",Available SF,"122,220",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4453104,-112.0744521,143,The Depot,"20 W Jackson St Phoenix, AZ, 85003-2404",Available SF,"21,000",Rentable Building Area,"21,000",Available SF,"21,000",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4468291,-112.0740202,144,Luhrs Bldg,"11 W Jefferson St Phoenix, AZ, 85003-2306",Available SF,"103,481",Rentable Building Area,"103,481",Available SF,"103,481",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4469622,-112.0748589,145,Luhrs Tower,"45 W Jefferson St Phoenix, AZ, 85003-2307",Available SF,"56,740",Rentable Building Area,"56,740",Available SF,"56,740",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.44152,-112.0679537,146,Lincoln Union,"475 E Lincoln St Phoenix, AZ, 85004-2540",Available SF,"93,420",Rentable Building Area,"93,420",Available SF,"93,420",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4456988,-112.0758147,147,Maricopa County Court Tower,"101 W Madison St Phoenix, AZ, 85003-2123",Available SF,"695,000",Rentable Building Area,"695,000",Available SF,"695,000",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4500524,-112.0755059,148,The Monroe,"111 W Monroe St Phoenix, AZ, 85003-1742",Available SF,"267,760",Rentable Building Area,"267,760",Available SF,"267,760",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.451886,-112.070981,149,200EVB,"200 E Van Buren St Phoenix, AZ, 85004-2238",Available SF,"240,076",Rentable Building Area,"240,076",Available SF,"240,076",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4518019,-112.0686765,150,One Arizona Center,"400 E Van Buren St Phoenix, AZ, 85004-2223",Available SF,"347,055",Rentable Building Area,"347,055",Available SF,"347,055",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,http://reap.cassidyturley.com//filecabinet/Property/1308365/Arizona_Center(2).jpg
33.4480193,-112.0733583,151,CityScape,"1 E Washington St Phoenix, AZ, 85004",Available SF,"603,787",Rentable Building Area,"603,787",Available SF,"603,787",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4479353,-112.0718328,152,Block 23 At CityScape,"101 E Washington St Phoenix, AZ, 85004-2342",Available SF,"297,000",Rentable Building Area,"297,000",Available SF,"297,000",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.447209,-112.070657,153,Collier Center,"201 E Washington St Phoenix, AZ, 85004-2428",Available SF,"567,163",Rentable Building Area,"567,163",Available SF,"567,163",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4486439,-112.0759409,154,Wells Fargo Bank Plaza,"100 W Washington St Phoenix, AZ, 85003-1805",Available SF,"473,286",Rentable Building Area,"473,286",Available SF,"473,286",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4853142,-112.0772453,155,Burgbacher Building- Park Central,"3141 N 3rd Ave Phoenix, AZ, 85012",Available SF,"193,060",Rentable Building Area,"193,060",Available SF,"193,060",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4834166,-112.0700949,156,Copper Point Tower,"3030 N 3rd St Phoenix, AZ, 85012-3074",Available SF,"252,400",Rentable Building Area,"252,400",Available SF,"252,400",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4926206,-112.0690126,157,Fairmount On 3rd,"3839 N 3rd St Phoenix, AZ, 85012-2066",Available SF,"41,567",Rentable Building Area,"41,567",Available SF,"41,567",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4940995,-112.069002,158,Fairmount Place,"4001 N 3rd St Phoenix, AZ, 85012-2060",Available SF,"78,233",Rentable Building Area,"78,233",Available SF,"78,233",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4684362,-112.0744796,159,BMO Tower at Central Arts Plaza,"1850 N Central Ave Phoenix, AZ, 85004-4527",Available SF,"478,751",Rentable Building Area,"478,751",Available SF,"478,751",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4696147,-112.0733215,160,Central Palm Plaza,"2005 N Central Ave Phoenix, AZ, 85004-1592",Available SF,"78,320",Rentable Building Area,"78,320",Available SF,"78,320",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4703095,-112.0744083,161,2020 On Central,"2020 N Central Ave Phoenix, AZ, 85004-4501",Available SF,"247,645",Rentable Building Area,"247,645",Available SF,"247,645",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4751264,-112.0742782,162,2400 North Central Holding LLC,"2400 N Central Ave Phoenix, AZ, 85004-1341",Available SF,"52,100",Rentable Building Area,"52,100",Available SF,"52,100",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4771517,-112.0743452,163,2600 Tower,"2600 N Central Ave Phoenix, AZ, 85004-3050",Available SF,"323,607",Rentable Building Area,"323,607",Available SF,"323,607",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4780559,-112.0742561,164,2700 Tower,"2700 N Central Ave Phoenix, AZ, 85004-1133",Available SF,"220,949",Rentable Building Area,"220,949",Available SF,"220,949",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4788699,-112.0744542,165,2800 Tower,"2800 N Central Ave Phoenix, AZ, 85004-1007",Available SF,"370,736",Rentable Building Area,"370,736",Available SF,"370,736",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.479932,-112.074604,166,,"2828 N Central Ave Phoenix, AZ, 85004-1021",Available SF,"104,016",Rentable Building Area,"104,016",Available SF,"104,016",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4809652,-112.0731616,167,Phoenix Plaza Tower I,"2901 N Central Ave Phoenix, AZ, 85012-2700",Available SF,"475,986",Rentable Building Area,"475,986",Available SF,"475,986",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.481661,-112.0733679,168,Phoenix Plaza Tower II,"2929 N Central Ave Phoenix, AZ, 85012-2727",Available SF,"427,890",Rentable Building Area,"427,890",Available SF,"427,890",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4826214,-112.0731008,169,Phoenix Corporate Tower,"3003 N Central Ave Phoenix, AZ, 85012-2902",Available SF,"457,893",Rentable Building Area,"457,893",Available SF,"457,893",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.482013,-112.0742988,170,3030 North Central,"3030 N Central Ave Phoenix, AZ, 85012-2707",Available SF,"189,868",Rentable Building Area,"189,868",Available SF,"189,868",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4835765,-112.0731273,171,Phoenix Professional Towers,"3033 N Central Ave Phoenix, AZ, 85012-2809",Available SF,"134,164",Rentable Building Area,"134,164",Available SF,"134,164",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4842887,-112.073397,172,CBIZ Plaza,"3101 N Central Ave Phoenix, AZ, 85012-2645",Available SF,"269,463",Rentable Building Area,"269,463",Available SF,"269,463",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4840919,-112.0752604,173,Goldwater Building- Park Central,"3110 N Central Ave Phoenix, AZ, 85012-2695",Available SF,"92,000",Rentable Building Area,"92,000",Available SF,"92,000",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4839029,-112.0761048,174,Leib Building- Park Central,"3110 N Central Ave Phoenix, AZ, 85012-2695",Available SF,"43,000",Rentable Building Area,"43,000",Available SF,"43,000",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4844256,-112.0772921,175,Straus Building- Park Central,"3110 N Central Ave Phoenix, AZ, 85012-2695",Available SF,"30,300",Rentable Building Area,"30,300",Available SF,"30,300",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4834552,-112.075504,176,Diamond Building- Park Central,"3110 N Central Ave Phoenix, AZ, 85012-2695",Available SF,"71,000",Rentable Building Area,"71,000",Available SF,"71,000",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4856576,-112.0744024,177,3200 N Central,"3200 N Central Ave Phoenix, AZ, 85012-2425",Available SF,"346,027",Rentable Building Area,"346,027",Available SF,"346,027",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.486973,-112.0742842,178,3300 N Central,"3300 N Central Ave Phoenix, AZ, 85012-2501",Available SF,"363,655",Rentable Building Area,"363,655",Available SF,"363,655",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4877706,-112.0729875,179,Phoenix Financial Center,"3443 N Central Ave Phoenix, AZ, 85012-2204",Available SF,"285,834",Rentable Building Area,"285,834",Available SF,"285,834",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4890749,-112.0743929,180,The 3550,"3550 N Central Ave Phoenix, AZ, 85012-2105",Available SF,"284,709",Rentable Building Area,"284,709",Available SF,"284,709",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.490482,-112.074566,181,,"3636 N Central Ave Phoenix, AZ, 85012-1927",Available SF,"219,032",Rentable Building Area,"219,032",Available SF,"219,032",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4918529,-112.0746629,182,3800 Tower,"3800 N Central Ave Phoenix, AZ, 85012-1992",Available SF,"216,380",Rentable Building Area,"216,380",Available SF,"216,380",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.491519,-112.075593,183,3838 Tower,"3838 N Central Ave Phoenix, AZ, 85012-1906",Available SF,"236,324",Rentable Building Area,"236,324",Available SF,"236,324",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4926213,-112.075483,184,4000 Tower,"4000 N Central Ave Phoenix, AZ, 85012-1959",Available SF,"299,562",Rentable Building Area,"299,562",Available SF,"299,562",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4939688,-112.072921,185,Younan Central Plaza,"4041 N Central Ave Phoenix, AZ, 85012-3330",Available SF,"405,693",Rentable Building Area,"405,693",Available SF,"405,693",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.491948,-112.078566,186,Clarendon Place,"300 W Clarendon Ave Phoenix, AZ, 85013-3420",Available SF,"91,353",Rentable Building Area,"91,353",Available SF,"91,353",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.484257,-112.071479,187,,"202 E Earll Dr Phoenix, AZ, 85012-2634",Available SF,"99,245",Rentable Building Area,"99,245",Available SF,"99,245",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4841583,-112.0701414,188,,"210 E Earll Dr Phoenix, AZ, 85012-2626",Available SF,"158,249",Rentable Building Area,"158,249",Available SF,"158,249",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5158503,-112.0656818,189,Missouri Falls,"645 E Missouri Ave Phoenix, AZ, 85012-1369",Available SF,"190,419",Rentable Building Area,"190,419",Available SF,"190,419",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4806073,-112.0715397,190,20 East Thomas,"20 E Thomas Rd Phoenix, AZ, 85012-3110",Available SF,"586,403",Rentable Building Area,"586,403",Available SF,"586,403",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4907707,-112.0644653,191,Siete Square II,"3707 N 7th St Phoenix, AZ, 85014-5059",Available SF,"54,072",Rentable Building Area,"54,072",Available SF,"54,072",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.491473,-112.0643394,192,Siete Square I,"3737 N 7th St Phoenix, AZ, 85014-5017",Available SF,"57,933",Rentable Building Area,"57,933",Available SF,"57,933",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4919734,-112.064472,193,Siete Square III,"3807 N 7th St Phoenix, AZ, 85014-5005",Available SF,"22,198",Rentable Building Area,"22,198",Available SF,"22,198",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4924687,-112.0645825,194,Siete Square IV,"3877 N 7th St Phoenix, AZ, 85014-5072",Available SF,"57,541",Rentable Building Area,"57,541",Available SF,"57,541",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4551317,-112.0425144,195,Medical Office Building B,"525 N 18th St Phoenix, AZ, 85006",Available SF,"56,707",Rentable Building Area,"56,707",Available SF,"56,707",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4936856,-112.0394651,196,4020 N 20th St,"4020 N 20th St Phoenix, AZ, 85016-6028",Available SF,"37,571",Rentable Building Area,"37,571",Available SF,"37,571",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.495933,-112.038637,197,Tudor Plaza,"4105 N 20th St Phoenix, AZ, 85016-6027",Available SF,"22,436",Rentable Building Area,"22,436",Available SF,"22,436",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4750279,-112.0306992,198,Commonwealth Casuality Company,"2500 N 24th St Phoenix, AZ, 85008-1842",Available SF,"28,054",Rentable Building Area,"28,054",Available SF,"28,054",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4791564,-112.0307617,199,Southwest Human Development,"2850 N 24th St Phoenix, AZ, 85008-1004",Available SF,"64,740",Rentable Building Area,"64,740",Available SF,"64,740",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.495841,-112.029455,200,La Costa Place,"4131 N 24th St Phoenix, AZ, 85016-6262",Available SF,"42,160",Rentable Building Area,"42,160",Available SF,"42,160",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4650073,-112.0625747,201,Clyde Wright Health Care Center,"755 E McDowell Rd Phoenix, AZ, 85006-2506",Available SF,"86,950",Rentable Building Area,"86,950",Available SF,"86,950",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4654493,-112.061047,202,Good Samaritan Health Center,"925 E McDowell Rd Phoenix, AZ, 85006",Available SF,"36,325",Rentable Building Area,"36,325",Available SF,"36,325",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4662284,-112.0573272,203,Fresh Start Women's Foundation Resource Centr,"1130 E McDowell Rd Phoenix, AZ, 85006-2611",Available SF,"22,500",Rentable Building Area,"22,500",Available SF,"22,500",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4653743,-112.0089327,204,,"3333 E Mcdowell Rd Phoenix, AZ, 85008",Available SF,"22,349",Rentable Building Area,"22,349",Available SF,"22,349",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.465066,-112.00454,205,,"3551 E McDowell Rd Phoenix, AZ, 85008-3847",Available SF,"30,250",Rentable Building Area,"30,250",Available SF,"30,250",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4398302,-112.0469023,206,Bldg 2,"811 S 16th St Phoenix, AZ, 85034-4129",Available SF,"49,200",Rentable Building Area,"49,200",Available SF,"49,200",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.423924,-111.982793,207,Phoenix Airport Center II,"2617 S 46th St Phoenix, AZ, 85034-7403",Available SF,"35,768",Rentable Building Area,"35,768",Available SF,"35,768",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4263694,-111.982544,208,Phoenix Airport Center V,"4601 E Hilton Ave Phoenix, AZ, 85034-6406",Available SF,"60,000",Rentable Building Area,"60,000",Available SF,"60,000",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4263062,-111.9805868,209,,"4602 E Hilton Ave Phoenix, AZ, 85034-6400",Available SF,"32,460",Rentable Building Area,"32,460",Available SF,"32,460",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4262918,-111.9799566,210,,"4717 E Hilton Ave Phoenix, AZ, 85034-6404",Available SF,"148,446",Rentable Building Area,"148,446",Available SF,"148,446",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.464228,-111.984616,211,,"4501 E McDowell Rd Phoenix, AZ, 85008-4505",Available SF,"64,449",Rentable Building Area,"64,449",Available SF,"64,449",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4227348,-111.9828376,212,Phoenix Airport Center I,"4602 E University Dr Phoenix, AZ, 85034-7421",Available SF,"32,460",Rentable Building Area,"32,460",Available SF,"32,460",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5688641,-112.1096148,213,Bldg 4,"9033 N 23rd Ave Phoenix, AZ, 85021-2847",Available SF,"23,884",Rentable Building Area,"23,884",Available SF,"23,884",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5886945,-112.1092654,214,Bldg B-I,"11226 N 23rd Ave Phoenix, AZ, 85029-4830",Available SF,"35,200",Rentable Building Area,"35,200",Available SF,"35,200",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.584925,-112.110773,215,Bldg 1,"10850 N 24th Ave Phoenix, AZ, 85029-4793",Available SF,"55,606",Rentable Building Area,"55,606",Available SF,"55,606",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.576341,-112.114804,216,Corporate Center,"10010 N 25th Ave Phoenix, AZ, 85021-1660",Available SF,"74,257",Rentable Building Area,"74,257",Available SF,"74,257",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4860792,-112.1003418,217,,"3310 N 19th Ave Phoenix, AZ, 85015-5701",Available SF,"27,689",Rentable Building Area,"27,689",Available SF,"27,689",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5875346,-112.1000312,218,Pete King Corp Bldg,"11040 N 19th Ave Phoenix, AZ, 85029-4815",Available SF,"34,120",Rentable Building Area,"34,120",Available SF,"34,120",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.562969,-112.107132,219,Metro Office Center,"8620 N 22nd Ave Phoenix, AZ, 85021-4251",Available SF,"124,252",Rentable Building Area,"124,252",Available SF,"124,252",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.565087,-112.1067162,220,,"8800 N 22nd Ave Phoenix, AZ, 85021-4258",Available SF,"38,238",Rentable Building Area,"38,238",Available SF,"38,238",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5579924,-112.1093729,221,Blue Cross/Blue Shield,"8220 N 23rd Ave Phoenix, AZ, 85021",Available SF,"77,136",Rentable Building Area,"77,136",Available SF,"77,136",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.558688,-112.109146,222,Blue Cross Blue Shield of Arizona,"8220 N 23rd Ave Phoenix, AZ, 85021-4872",Available SF,"74,000",Rentable Building Area,"74,000",Available SF,"74,000",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.572138,-112.112941,223,,"9414 N 25th Ave Phoenix, AZ, 85021-2706",Available SF,"31,764",Rentable Building Area,"31,764",Available SF,"31,764",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.574441,-112.113731,224,Phase III,"9630 N 25th Ave Phoenix, AZ, 85021-2700",Available SF,"116,813",Rentable Building Area,"116,813",Available SF,"116,813",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.576743,-112.115384,225,Phase I,"10020 N 25th Ave Phoenix, AZ, 85021-1660",Available SF,"39,436",Rentable Building Area,"39,436",Available SF,"39,436",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.577079,-112.114894,226,Phase I,"10030 N 25th Ave Phoenix, AZ, 85021-1660",Available SF,"74,589",Rentable Building Area,"74,589",Available SF,"74,589",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5777684,-112.114791,227,Phase II,"10040 N 25th Ave Phoenix, AZ, 85021-1601",Available SF,"23,178",Rentable Building Area,"23,178",Available SF,"23,178",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.578056,-112.11493,228,Phase II,"10050 N 25th Ave Phoenix, AZ, 85021-1600",Available SF,"49,000",Rentable Building Area,"49,000",Available SF,"49,000",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.578599,-112.114804,229,Phase II,"10210 N 25th Ave Phoenix, AZ, 85021-1608",Available SF,"48,000",Rentable Building Area,"48,000",Available SF,"48,000",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.578905,-112.115056,230,Phase II,"10220 N 25th Ave Phoenix, AZ, 85021-1605",Available SF,"23,035",Rentable Building Area,"23,035",Available SF,"23,035",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
