latitude,longitude,new_order,building_name,building_address,list_subdata_1_title,list_subdata_1,data_1_title,data_1,data_2_title,data_2,data_3_title,data_3,data_4_title,data_4,data_5_title,data_5,data_6_title,data_6,data_7_title,data_7,image_name
33.5812933,-112.1139626,231,Corporate Center,"10400 N 25th Ave Phoenix, AZ, 85021-1661",Available SF,"109,332",Rentable Building Area,"109,332",Available SF,"109,332",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.585509,-112.114685,232,Black Canyon Center,"10835 N 25th Ave Phoenix, AZ, 85029-4751",Available SF,"98,760",Rentable Building Area,"98,760",Available SF,"98,760",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.491023,-112.115653,233,,"3615 N 27th Ave Phoenix, AZ, 85017-4701",Available SF,"120,000",Rentable Building Area,"120,000",Available SF,"120,000",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5862922,-112.1157329,234,The Grove at Black Canyon,"11001 N Black Canyon Fwy Phoenix, AZ, 85029-4757",Available SF,"100,000",Rentable Building Area,"100,000",Available SF,"100,000",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5843904,-112.1149335,235,Black Canyon Tower,"10851 N Black Canyon Hwy Phoenix, AZ, 85029-4755",Available SF,"147,731",Rentable Building Area,"147,731",Available SF,"147,731",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5679871,-112.1078019,236,Concorde Commerce Center,"2222 W Dunlap Ave Phoenix, AZ, 85021-2818",Available SF,"140,103",Rentable Building Area,"140,103",Available SF,"140,103",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.566743,-112.107543,237,The Art Institute of Phoenix,"2233 W Dunlap Ave Phoenix, AZ, 85021-2859",Available SF,"92,103",Rentable Building Area,"92,103",Available SF,"92,103",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5684362,-112.1112979,238,Crescent Corporate Center,"2400 W Dunlap Ave Phoenix, AZ, 85021-2817",Available SF,"108,451",Rentable Building Area,"108,451",Available SF,"108,451",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.566082,-112.112424,239,Dunlap Business Center,"2445 W Dunlap Ave Phoenix, AZ, 85021-5820",Available SF,"80,925",Rentable Building Area,"80,925",Available SF,"80,925",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.567089,-112.1130923,240,,"2501 W Dunlap Ave Phoenix, AZ, 85021-2724",Available SF,"38,387",Rentable Building Area,"38,387",Available SF,"38,387",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5693362,-112.113566,241,Canyon Corporate Plaza I,"2510 W Dunlap Ave Phoenix, AZ, 85021-2737",Available SF,"132,774",Rentable Building Area,"132,774",Available SF,"132,774",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.569984,-112.113478,242,Canyon Corporate Plaza II,"2512 W Dunlap Ave Phoenix, AZ, 85021-2709",Available SF,"169,747",Rentable Building Area,"169,747",Available SF,"169,747",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5581944,-112.1111178,243,Blue Cross/Blue Shield,"2444 W Las Palmaritas Dr Phoenix, AZ, 85021-4860",Available SF,"126,084",Rentable Building Area,"126,084",Available SF,"126,084",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5581619,-112.1120205,244,Blue Cross/Blue Shield,"2480 W Las Palmaritas Dr Phoenix, AZ, 85021",Available SF,"44,551",Rentable Building Area,"44,551",Available SF,"44,551",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.581502,-112.107807,245,,"2225 W Peoria Ave Phoenix, AZ, 85029-4938",Available SF,"56,000",Rentable Building Area,"56,000",Available SF,"56,000",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5808275,-112.1088303,246,Desert Canyon 100,"2401 W Peoria Ave Phoenix, AZ, 85029-4790",Available SF,"102,606",Rentable Building Area,"102,606",Available SF,"102,606",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.579774,-112.109703,247,Desert Canyon 300,"2411 W Peoria Ave Phoenix, AZ, 85029-4708",Available SF,"149,211",Rentable Building Area,"149,211",Available SF,"149,211",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.580867,-112.110448,248,Desert Canyon/200,"2421 W Peoria Ave Phoenix, AZ, 85029-4944",Available SF,"98,863",Rentable Building Area,"98,863",Available SF,"98,863",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5965956,-111.9766354,249,Paradise Valley Corporate Center,"4835 E Cactus Rd Phoenix, AZ, 85254-4191",Available SF,"198,534",Rentable Building Area,"198,534",Available SF,"198,534",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5876154,-111.9757594,250,Stonecreek Pointe,"11201 N Tatum Blvd Phoenix, AZ, 85028-6036",Available SF,"110,766",Rentable Building Area,"110,766",Available SF,"110,766",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5884416,-111.9769745,251,Tatum Ridge,"11209 N Tatum Blvd Phoenix, AZ, 85028-3091",Available SF,"96,687",Rentable Building Area,"96,687",Available SF,"96,687",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5937807,-111.9783533,252,PVOP II,"11801 N Tatum Blvd Phoenix, AZ, 85028-1611",Available SF,"46,834",Rentable Building Area,"46,834",Available SF,"46,834",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5946111,-111.9793398,253,PVOP III,"11811 N Tatum Blvd Phoenix, AZ, 85028-1614",Available SF,"268,598",Rentable Building Area,"268,598",Available SF,"268,598",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5481991,-112.0507914,254,The Plaza at Squaw Peak III,"7600 N 15th St Phoenix, AZ, 85020-4327",Available SF,"135,379",Rentable Building Area,"135,379",Available SF,"135,379",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5438654,-112.0469755,255,The Peak,"7301 N 16th St Phoenix, AZ, 85020-5265",Available SF,"45,840",Rentable Building Area,"45,840",Available SF,"45,840",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.54406,-112.04833,256,Phoenix Peak,"7310 N 16th St Phoenix, AZ, 85020-5258",Available SF,"89,099",Rentable Building Area,"89,099",Available SF,"89,099",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.548297,-112.0491449,257,Building 2- The Plaza at Squaw Peak,"7600 N 16th St Phoenix, AZ, 85020-4431",Available SF,"160,708",Rentable Building Area,"160,708",Available SF,"160,708",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5500434,-112.0489783,258,The Summit,"7720 N 16th St Phoenix, AZ, 85020-4492",Available SF,"165,748",Rentable Building Area,"165,748",Available SF,"165,748",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5512968,-112.0490018,259,The Summit,"7740 N 16th St Phoenix, AZ, 85020-4479",Available SF,"125,076",Rentable Building Area,"125,076",Available SF,"125,076",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5526945,-112.0495009,260,CASA,"7878 N 16th St Phoenix, AZ, 85020-4449",Available SF,"181,138",Rentable Building Area,"181,138",Available SF,"181,138",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5467513,-112.0435736,261,Building 1- The Plaza at Squaw Peak,"7500 N Dreamy Draw Dr Phoenix, AZ, 85020-4660",Available SF,"158,964",Rentable Building Area,"158,964",Available SF,"158,964",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5303827,-112.0292124,262,Charles Schwab,"2423 E Lincoln Dr Phoenix, AZ, 85016-1215",Available SF,"310,000",Rentable Building Area,"310,000",Available SF,"310,000",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.530325,-112.062934,263,,"745 E Maryland Ave Phoenix, AZ, 85014-1522",Available SF,"25,200",Rentable Building Area,"25,200",Available SF,"25,200",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4079985,-112.01616,264,Riverpoint-Bldg # 3,"4325 S 30th St Phoenix, AZ, 85040",Available SF,"68,699",Rentable Building Area,"68,699",Available SF,"68,699",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.410161,-112.010145,265,Allred Riverpoint - Phase I,"4025 S 32nd St Phoenix, AZ, 85040",Available SF,"80,000",Rentable Building Area,"80,000",Available SF,"80,000",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4027856,-111.9941094,266,Cotton Center I,"4025 E Cotton Center Blvd Phoenix, AZ, 85040-8866",Available SF,"114,484",Rentable Building Area,"114,484",Available SF,"114,484",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4024937,-111.992306,267,Caremark-Phoenix,"4121 E Cotton Center Blvd Phoenix, AZ, 85040-8849",Available SF,"99,734",Rentable Building Area,"99,734",Available SF,"99,734",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4014863,-111.9900029,268,Bldg 10 - Phase III,"4207 E Cotton Center Blvd Phoenix, AZ, 85040-8893",Available SF,"24,900",Rentable Building Area,"24,900",Available SF,"24,900",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4006702,-111.9894949,269,Bldg 11 - Phase III,"4217 E Cotton Center Blvd Phoenix, AZ, 85040-8893",Available SF,"88,140",Rentable Building Area,"88,140",Available SF,"88,140",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.401532,-111.987627,270,Bldg 9 - Phase II,"4303 E Cotton Center Blvd Phoenix, AZ, 85040-8853",Available SF,"64,000",Rentable Building Area,"64,000",Available SF,"64,000",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.400761,-111.986732,271,Bldg 8 - Phase II,"4313 E Cotton Center Blvd Phoenix, AZ, 85040-8856",Available SF,"108,874",Rentable Building Area,"108,874",Available SF,"108,874",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4046176,-111.9906309,272,Quattro - Bldg 2,"4320 E Cotton Center Blvd Phoenix, AZ, 85040",Available SF,"57,100",Rentable Building Area,"57,100",Available SF,"57,100",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.401408,-111.986149,273,,"4323 E Cotton Center Blvd Phoenix, AZ, 85040-8853",Available SF,"35,262",Rentable Building Area,"35,262",Available SF,"35,262",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.40202,-111.985617,274,Bldg 6 - Phase II,"4405 E Cotton Center Blvd Phoenix, AZ, 85040-8826",Available SF,"54,551",Rentable Building Area,"54,551",Available SF,"54,551",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4030298,-111.9871908,275,Bldg 13 - Phase IV,"4410 E Cotton Center Blvd Phoenix, AZ, 85040",Available SF,"101,269",Rentable Building Area,"101,269",Available SF,"101,269",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.401328,-111.984856,276,Bldg 5 - Phase II,"4415 E Cotton Center Blvd Phoenix, AZ, 85040-8871",Available SF,"35,463",Rentable Building Area,"35,463",Available SF,"35,463",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4007991,-111.9819064,277,Bldg 3,"4625 E Cotton Center Blvd Phoenix, AZ, 85040-4807",Available SF,"73,823",Rentable Building Area,"73,823",Available SF,"73,823",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.400837,-111.9803782,278,Bldg 2,"4675 E Cotton Center Blvd Phoenix, AZ, 85040-4809",Available SF,"73,804",Rentable Building Area,"73,804",Available SF,"73,804",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4098171,-112.0157502,279,Riverpoint-Bldg # 4,"4150 S Riverpoint Pky Phoenix, AZ, 85040",Available SF,"132,880",Rentable Building Area,"132,880",Available SF,"132,880",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4084258,-112.0137203,280,Riverpoint-Bldg # 1,"3125 E Wood St Phoenix, AZ, 85040",Available SF,"52,640",Rentable Building Area,"52,640",Available SF,"52,640",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4284239,-112.0510083,281,Sky Harbor Business Center Bldg A,"2070 S 16th St Phoenix, AZ, 85034-5300",Available SF,"25,156",Rentable Building Area,"25,156",Available SF,"25,156",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4460708,-112.06114,282,,"920 E Madison St Phoenix, AZ, 85034-2247",Available SF,"33,464",Rentable Building Area,"33,464",Available SF,"33,464",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4498579,-112.0830437,283,Madison Square,"100 N 7th Ave Phoenix, AZ, 85007",Available SF,"94,284",Rentable Building Area,"94,284",Available SF,"94,284",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4500524,-112.0990475,284,,"150 N 18th Ave Phoenix, AZ, 85007",Available SF,"178,289",Rentable Building Area,"178,289",Available SF,"178,289",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.449672,-112.0836701,285,Grace Court School,"800 W Adams St Phoenix, AZ, 85007-2730",Available SF,"31,842",Rentable Building Area,"31,842",Available SF,"31,842",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4452337,-112.0608571,286,,"920 E Jackson St Phoenix, AZ, 85034",Available SF,"36,000",Rentable Building Area,"36,000",Available SF,"36,000",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4467006,-112.0641993,287,Professional Center - Phase II,"701 E Jefferson St Phoenix, AZ, 85034-2215",Available SF,"80,840",Rentable Building Area,"80,840",Available SF,"80,840",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4467102,-112.0635893,288,Professional Center,"801 E Jefferson St Phoenix, AZ, 85034-2217",Available SF,"80,840",Rentable Building Area,"80,840",Available SF,"80,840",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.446813,-112.0560133,289,New Times Bldg A & B,"1201 E Jefferson St Phoenix, AZ, 85034-2300",Available SF,"36,000",Rentable Building Area,"36,000",Available SF,"36,000",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.4467286,-112.0927408,290,,"1535 W Jefferson St Phoenix, AZ, 85007",Available SF,"57,541",Rentable Building Area,"57,541",Available SF,"57,541",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.450664,-111.961553,291,5555 EVB,"5555 E Van Buren St Phoenix, AZ, 85008-3411",Available SF,"59,459",Rentable Building Area,"59,459",Available SF,"59,459",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.483001,-112.11757,292,,"3002 N 27th Ave Phoenix, AZ, 85017-5028",Available SF,"30,345",Rentable Building Area,"30,345",Available SF,"30,345",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.55732,-111.888765,293,Acacia - Bldg 2B,"8434 N 90th Scottsdale, AZ, 85258-4385",Available SF,"20,611",Rentable Building Area,"20,611",Available SF,"20,611",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5576435,-111.8892896,294,Pima Center 2C,"8444 N 90th Scottsdale, AZ, 85258-4436",Available SF,"40,712",Rentable Building Area,"40,712",Available SF,"40,712",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.55807,-111.888814,295,Acacia - Bldg 2A,"8454 N 90th Scottsdale, AZ, 85258-4478",Available SF,"21,400",Rentable Building Area,"21,400",Available SF,"21,400",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.575668,-111.885425,296,90 Mountain View I & II,"9977 N 90th St Scottsdale, AZ, 85258-4423",Available SF,"91,000",Rentable Building Area,"91,000",Available SF,"91,000",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5765495,-111.8852633,297,90 Mountain View Phase II,"9999 N 90th St Scottsdale, AZ, 85258-4420",Available SF,"92,562",Rentable Building Area,"92,562",Available SF,"92,562",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5771607,-111.8791893,298,92 Mountainview,"10001 N 92nd St Scottsdale, AZ, 85258-4545",Available SF,"116,200",Rentable Building Area,"116,200",Available SF,"116,200",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5554772,-111.8845271,299,Mesquite - Bldg 1C,"9165 E Del Camino Scottsdale, AZ, 85258-4443",Available SF,"54,338",Rentable Building Area,"54,338",Available SF,"54,338",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5555284,-111.8870452,300,Mesquite - Bldg 1A,"9055 E Del Camino Dr Scottsdale, AZ, 85258-2351",Available SF,"36,878",Rentable Building Area,"36,878",Available SF,"36,878",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5554943,-111.8859602,301,Mesquite - Bldg 1B,"9150 E Del Camino Dr Scottsdale, AZ, 85258-4394",Available SF,"42,399",Rentable Building Area,"42,399",Available SF,"42,399",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5432794,-111.8751128,302,R-Tech,"7350 N Dobson Rd Scottsdale, AZ, 85256-2710",Available SF,"142,000",Rentable Building Area,"142,000",Available SF,"142,000",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5456891,-111.8759413,303,Riverwalk 7500,"7500 N Dobson Rd Scottsdale, AZ, 85256-2718",Available SF,"100,268",Rentable Building Area,"100,268",Available SF,"100,268",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5464875,-111.8756824,304,Riverwalk 7580,"7580 N Dobson Rd Scottsdale, AZ, 85256-2717",Available SF,"64,297",Rentable Building Area,"64,297",Available SF,"64,297",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5485534,-111.8766887,305,Riverwalk Arizona,"7720 N Dobson Rd Scottsdale, AZ, 85256-2740",Available SF,"149,544",Rentable Building Area,"149,544",Available SF,"149,544",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5668308,-111.9234721,306,Building D,"7333 E Doubletree Ranch Rd Scottsdale, AZ, 85258-2042",Available SF,"42,946",Rentable Building Area,"42,946",Available SF,"42,946",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5660656,-111.9233669,307,Building C,"7337 E Doubletree Ranch Rd Scottsdale, AZ, 85258-2144",Available SF,"70,076",Rentable Building Area,"70,076",Available SF,"70,076",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5654576,-111.9219603,308,Building B,"7373 E Doubletree Ranch Rd Scottsdale, AZ, 85258-2035",Available SF,"49,878",Rentable Building Area,"49,878",Available SF,"49,878",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.566041,-111.9213662,309,Building A,"7377 E Doubletree Ranch Rd Scottsdale, AZ, 85258-2053",Available SF,"36,477",Rentable Building Area,"36,477",Available SF,"36,477",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5654099,-111.9175873,310,Bldg 1,"7600 E Doubletree Ranch Rd Scottsdale, AZ, 85258-2134",Available SF,"60,857",Rentable Building Area,"60,857",Available SF,"60,857",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5650732,-111.9164371,311,Gainey Ranch Town Center,"7702 E Doubletree Ranch Rd Scottsdale, AZ, 85258-2129",Available SF,"64,507",Rentable Building Area,"64,507",Available SF,"64,507",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5648381,-111.9121794,312,Gainey Ranch Corporate Center I,"8777 N Gainey Center Dr Scottsdale, AZ, 85258-2117",Available SF,"111,484",Rentable Building Area,"111,484",Available SF,"111,484",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5655318,-111.9141787,313,Gainey Ranch Corporate Center III,"8800 N Gainey Center Dr Scottsdale, AZ, 85258-2118",Available SF,"232,794",Rentable Building Area,"232,794",Available SF,"232,794",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5669444,-111.913952,314,Gainey Ranch Corporate Center II,"8877 N Gainey Center Dr Scottsdale, AZ, 85258-2108",Available SF,"199,609",Rentable Building Area,"199,609",Available SF,"199,609",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.553004,-111.89731,315,SEOP I,"7975 N Hayden Rd Scottsdale, AZ, 85258-3246",Available SF,"136,997",Rentable Building Area,"136,997",Available SF,"136,997",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5548258,-111.8980396,316,McCormick Corporate Center,"8125 N Hayden Rd Scottsdale, AZ, 85258-2463",Available SF,"74,667",Rentable Building Area,"74,667",Available SF,"74,667",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5564575,-111.8976679,317,Hayden Corporate Center,"8283 N Hayden Rd Scottsdale, AZ, 85258-2454",Available SF,"55,000",Rentable Building Area,"55,000",Available SF,"55,000",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5649642,-111.8869049,318,Lot 10,"SE Loop 101 & 90th St Scottsdale, AZ, 85258",Available SF,"90,000",Rentable Building Area,"90,000",Available SF,"90,000",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5733997,-111.8876356,319,Scottsdale Gateway II,"8901 E Mountain View Rd Scottsdale, AZ, 85258-4422",Available SF,"107,885",Rentable Building Area,"107,885",Available SF,"107,885",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5755077,-111.8804715,320,Scottsdale Gateway I,"9201 E Mountain View Rd Scottsdale, AZ, 85258-5199",Available SF,"106,931",Rentable Building Area,"106,931",Available SF,"106,931",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5596433,-111.8826532,321,,"9200 E Pima Center Scottsdale, AZ, 85258-4453",Available SF,"135,891",Rentable Building Area,"135,891",Available SF,"135,891",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5615493,-111.8858317,322,,"9000 E Pima Center Pky Scottsdale, AZ, 85258-4466",Available SF,"135,891",Rentable Building Area,"135,891",Available SF,"135,891",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5336952,-111.9263523,323,Scottsdale Spectrum,"6710 N Scottsdale Rd Scottsdale, AZ, 85253-4405",Available SF,"57,841",Rentable Building Area,"57,841",Available SF,"57,841",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.534119,-111.927397,324,Scottsdale Spectrum,"6720 N Scottsdale Rd Scottsdale, AZ, 85253-4400",Available SF,"141,209",Rentable Building Area,"141,209",Available SF,"141,209",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5345621,-111.9265125,325,Scottsdale Spectrum,"6730 N Scottsdale Rd Scottsdale, AZ, 85253-4408",Available SF,"57,620",Rentable Building Area,"57,620",Available SF,"57,620",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5393633,-111.9206231,326,Seville Professional Center,"7001 N Scottsdale Rd Scottsdale, AZ, 85253-3658",Available SF,"92,581",Rentable Building Area,"92,581",Available SF,"92,581",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5407001,-111.9246676,327,7025 Building,"7025 N Scottsdale Rd Scottsdale, AZ, 85253-3675",Available SF,"91,148",Rentable Building Area,"91,148",Available SF,"91,148",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5443741,-111.9249996,328,Scottsdale Centre,"7373 N Scottsdale Rd Scottsdale, AZ, 85253-3559",Available SF,"163,312",Rentable Building Area,"163,312",Available SF,"163,312",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.56115,-111.925508,329,Gainey Center II,"8501 N Scottsdale Rd Scottsdale, AZ, 85253-2750",Available SF,"146,770",Rentable Building Area,"146,770",Available SF,"146,770",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5627077,-111.9253374,330,Wells Fargo Gainey Center I,"8601 N Scottsdale Rd Scottsdale, AZ, 85253-2736",Available SF,"140,756",Rentable Building Area,"140,756",Available SF,"140,756",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.588809,-111.925427,331,Scottsdale Norte,"11333 N Scottsdale Rd Scottsdale, AZ, 85254-5185",Available SF,"83,303",Rentable Building Area,"83,303",Available SF,"83,303",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5832535,-111.9288248,332,Block 7000 - Bldg J,"7000 E Shea Blvd Scottsdale, AZ, 85254",Available SF,"38,113",Rentable Building Area,"38,113",Available SF,"38,113",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.552768,-111.896226,333,SEOP II,"8655 E Via de Ventura Scottsdale, AZ, 85258-3300",Available SF,"114,591",Rentable Building Area,"114,591",Available SF,"114,591",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.552611,-111.893241,334,Bay Colony  II - West,"8767 E Via de Ventura Scottsdale, AZ, 85258-3376",Available SF,"74,852",Rentable Building Area,"74,852",Available SF,"74,852",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.552381,-111.892218,335,Bay Colony Executive Center East,"8777 E Via de Ventura Scottsdale, AZ, 85258-3343",Available SF,"55,000",Rentable Building Area,"55,000",Available SF,"55,000",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5541215,-111.8840043,336,Mesquite - Bldg 1E,"9180 E Via de Ventura Scottsdale, AZ, 85258-3596",Available SF,"81,734",Rentable Building Area,"81,734",Available SF,"81,734",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5517178,-111.8822302,337,Calendar Stick Business Park- Bldg C,"9221 E Via De Ventura Scottsdale, AZ, 85258-3370",Available SF,"45,700",Rentable Building Area,"45,700",Available SF,"45,700",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5505589,-111.8820371,338,Calendar Stick Business Park- Bldg D,"9237 E Via De Ventura Scottsdale, AZ, 85258",Available SF,"72,697",Rentable Building Area,"72,697",Available SF,"72,697",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.551843,-111.880531,339,Calendar Stick Business Park- Bldg A,"9305 E Via De Ventura Scottsdale, AZ, 85258-3423",Available SF,"64,835",Rentable Building Area,"64,835",Available SF,"64,835",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.550592,-111.880448,340,Calendar Stick 9311- Bldg B,"9311 E Via De Ventura Scottsdale, AZ, 85258-3423",Available SF,"66,989",Rentable Building Area,"66,989",Available SF,"66,989",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.5703126,-111.8844778,341,Via Linda Corporate,"9060 E Via Linda Blvd Scottsdale, AZ, 85258-5422",Available SF,"111,200",Rentable Building Area,"111,200",Available SF,"111,200",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.6153141,-111.8946314,342,Scottsdale Northsight,"14350 N 87th St Scottsdale, AZ, 85260",Available SF,"136,676",Rentable Building Area,"136,676",Available SF,"136,676",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.6162265,-111.8937871,343,Northsight Corporate Center,"14400 N 87th St Scottsdale, AZ, 85260-3653",Available SF,"136,862",Rentable Building Area,"136,862",Available SF,"136,862",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
33.6234721,-111.887721,344,Phase 2,"15100 N 90th St Scottsdale, AZ, 85260-2901",Available SF,"65,700",Rentable Building Area,"65,700",Available SF,"65,700",Building Status,,Delivery Date,,Submarket,,Developer,,Leasing Company,,
